Comunidades y Ciudades Autónomas	Grupos ECOICOP ver.2	Tipo de dato	Periodo	Total
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2019	103,529
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2018	104,239
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2017	103,339
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2016	103,569
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2015	103,08
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2014	106,408
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2013	113,473
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2012	119,926
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2011	125,612
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2010	128,727
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2009	131,435
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2008	135,531
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2007	140,035
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2006	147,542
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2005	161,973
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2004	181,581
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2003	202,791
10 Comunitat Valenciana	08 Información y comunicaciones	Media anual	2002	227,447
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2025	0,3
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2024	-0,2
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2023	2,1
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2022	-1,7
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2021	-2,6
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2020	-1,4
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2019	-0,7
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2018	0,9
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2017	-0,2
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2016	0,5
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2015	-3,1
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2014	-6,2
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2013	-5,4
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2012	-4,5
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2011	-2,4
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2010	-2,1
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2009	-3
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2008	-3,2
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2007	-5,1
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2006	-8,9
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2005	-10,8
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2004	-10,5
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2003	-10,8
10 Comunitat Valenciana	08 Información y comunicaciones	Variación de las medias anuales	2002	""
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2025	100
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2024	98,491
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2023	96,187
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2022	91,328
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2021	88,61
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2020	88,037
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2019	88,441
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2018	87,945
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2017	87,375
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2016	86,117
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2015	86,033
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2014	85,298
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2013	85,238
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2012	82,967
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2011	81,304
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2010	80,534
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2009	80,905
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2008	79,601
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2007	77,948
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2006	77,124
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2005	76,112
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2004	74,645
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2003	73,552
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Media anual	2002	71,152
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2025	1,5
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2024	2,4
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2023	5,3
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2022	3,1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2021	0,7
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2020	-0,5
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2019	0,6
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2018	0,7
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2017	1,5
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2016	0,1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2015	0,9
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2014	0,1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2013	2,7
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2012	2
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2011	1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2010	-0,5
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2009	1,6
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2008	2,1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2007	1,1
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2006	1,3
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2005	2
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2004	1,5
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2003	3,4
10 Comunitat Valenciana	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2002	""
10 Comunitat Valenciana	10 Enseñanza	Media anual	2025	100
10 Comunitat Valenciana	10 Enseñanza	Media anual	2024	96,439
10 Comunitat Valenciana	10 Enseñanza	Media anual	2023	94,143
10 Comunitat Valenciana	10 Enseñanza	Media anual	2022	92,668
10 Comunitat Valenciana	10 Enseñanza	Media anual	2021	91,409
10 Comunitat Valenciana	10 Enseñanza	Media anual	2020	90,556
10 Comunitat Valenciana	10 Enseñanza	Media anual	2019	89,272
10 Comunitat Valenciana	10 Enseñanza	Media anual	2018	88,57
10 Comunitat Valenciana	10 Enseñanza	Media anual	2017	88,404
10 Comunitat Valenciana	10 Enseñanza	Media anual	2016	88,256
10 Comunitat Valenciana	10 Enseñanza	Media anual	2015	87,755
10 Comunitat Valenciana	10 Enseñanza	Media anual	2014	87,03
10 Comunitat Valenciana	10 Enseñanza	Media anual	2013	86,044
10 Comunitat Valenciana	10 Enseñanza	Media anual	2012	80,688
10 Comunitat Valenciana	10 Enseñanza	Media anual	2011	77,193
10 Comunitat Valenciana	10 Enseñanza	Media anual	2010	75,257
10 Comunitat Valenciana	10 Enseñanza	Media anual	2009	73,187
10 Comunitat Valenciana	10 Enseñanza	Media anual	2008	73,547
10 Comunitat Valenciana	10 Enseñanza	Media anual	2007	71,013
10 Comunitat Valenciana	10 Enseñanza	Media anual	2006	68,374
10 Comunitat Valenciana	10 Enseñanza	Media anual	2005	65,946
10 Comunitat Valenciana	10 Enseñanza	Media anual	2004	62,872
10 Comunitat Valenciana	10 Enseñanza	Media anual	2003	60,088
10 Comunitat Valenciana	10 Enseñanza	Media anual	2002	58,142
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2025	3,7
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2024	2,4
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2023	1,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2022	1,4
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2021	0,9
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2020	1,4
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2019	0,8
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2018	0,2
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2017	0,2
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2016	0,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2015	0,8
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2014	1,1
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2013	6,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2012	4,5
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2011	2,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2010	2,8
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2009	-0,5
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2008	3,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2007	3,9
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2006	3,7
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2005	4,9
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2004	4,6
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2003	3,3
10 Comunitat Valenciana	10 Enseñanza	Variación de las medias anuales	2002	""
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2025	100
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2024	95,539
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2023	90,973
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2022	84,586
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2021	79,458
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2020	78,802
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2019	77,952
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2018	76,292
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2017	74,634
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2016	73,247
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2015	72,502
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2014	71,782
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2013	71,355
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2012	71,104
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2011	70,679
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2010	69,679
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2009	68,95
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2008	67,541
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2007	64,153
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2006	60,904
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2005	58,118
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2004	55,905
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2003	53,629
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Media anual	2002	51,399
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2025	4,7
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2024	5
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2023	7,6
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2022	6,5
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2021	0,8
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2020	1,1
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2019	2,2
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2018	2,2
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2017	1,9
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2016	1
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2015	1
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2014	0,6
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2013	0,4
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2012	0,6
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2011	1,4
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2010	1,1
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2009	2,1
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2008	5,3
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2007	5,3
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2006	4,8
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2005	4
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2004	4,2
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2003	4,3
10 Comunitat Valenciana	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2002	""
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2025	100
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2024	95,313
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2023	91,191
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2022	88,097
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2021	85,74
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2020	83,532
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2019	81,986
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2018	79,843
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2017	77,975
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2016	75,204
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2015	73,118
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2014	71,362
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2013	69,779
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2012	68,737
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2011	67,278
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2010	65,117
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2009	63,442
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2008	61,636
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2007	59,97
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2006	58,364
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2005	56,493
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2004	54,556
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2003	52,511
10 Comunitat Valenciana	12 Seguros y servicios financieros	Media anual	2002	50,402
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2025	4,9
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2024	4,5
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2023	3,5
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2022	2,7
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2021	2,6
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2020	1,9
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2019	2,7
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2018	2,4
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2017	3,7
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2016	2,9
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2015	2,5
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2014	2,3
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2013	1,5
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2012	2,2
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2011	3,3
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2010	2,6
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2009	2,9
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2008	2,8
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2007	2,8
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2006	3,3
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2005	3,5
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2004	3,9
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2003	4,2
10 Comunitat Valenciana	12 Seguros y servicios financieros	Variación de las medias anuales	2002	""
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2025	100
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2024	97,215
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2023	94,668
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2022	90,317
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2021	86,662
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2020	86,11
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2019	84,999
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2018	84,524
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2017	83,989
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2016	84,336
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2015	84,187
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2014	83,713
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2013	84,403
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2012	82,884
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2011	81,095
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2010	79,526
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2009	78,676
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2008	77,56
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2007	74,868
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2006	72,645
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2005	70,039
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2004	68,073
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2003	66,556
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Media anual	2002	64,939
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2025	2,9
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2024	2,7
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2023	4,8
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2022	4,2
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2021	0,6
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2020	1,3
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2019	0,6
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2018	0,6
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2017	-0,4
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2016	0,2
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2015	0,6
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2014	-0,8
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2013	1,8
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2012	2,2
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2011	2
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2010	1,1
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2009	1,4
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2008	3,6
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2007	3,1
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2006	3,7
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2005	2,9
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2004	2,3
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2003	2,5
10 Comunitat Valenciana	13 Cuidado personal, protección social, y bienes y servicios diversos	Variación de las medias anuales	2002	""
11 Extremadura	Índice general	Media anual	2025	100
11 Extremadura	Índice general	Media anual	2024	97,32
11 Extremadura	Índice general	Media anual	2023	94,676
11 Extremadura	Índice general	Media anual	2022	91,76
11 Extremadura	Índice general	Media anual	2021	84,226
11 Extremadura	Índice general	Media anual	2020	81,494
11 Extremadura	Índice general	Media anual	2019	81,638
11 Extremadura	Índice general	Media anual	2018	81,185
11 Extremadura	Índice general	Media anual	2017	79,943
11 Extremadura	Índice general	Media anual	2016	78,626
11 Extremadura	Índice general	Media anual	2015	78,823
11 Extremadura	Índice general	Media anual	2014	79,503
11 Extremadura	Índice general	Media anual	2013	79,948
11 Extremadura	Índice general	Media anual	2012	78,913
11 Extremadura	Índice general	Media anual	2011	77,103
11 Extremadura	Índice general	Media anual	2010	74,688
11 Extremadura	Índice general	Media anual	2009	73,419
11 Extremadura	Índice general	Media anual	2008	73,763
11 Extremadura	Índice general	Media anual	2007	70,853
11 Extremadura	Índice general	Media anual	2006	69,004
11 Extremadura	Índice general	Media anual	2005	66,973
11 Extremadura	Índice general	Media anual	2004	65,148
11 Extremadura	Índice general	Media anual	2003	63,561
11 Extremadura	Índice general	Media anual	2002	62,034
11 Extremadura	Índice general	Variación de las medias anuales	2025	2,8
11 Extremadura	Índice general	Variación de las medias anuales	2024	2,8
11 Extremadura	Índice general	Variación de las medias anuales	2023	3,2
11 Extremadura	Índice general	Variación de las medias anuales	2022	8,9
11 Extremadura	Índice general	Variación de las medias anuales	2021	3,4
11 Extremadura	Índice general	Variación de las medias anuales	2020	-0,2
11 Extremadura	Índice general	Variación de las medias anuales	2019	0,6
11 Extremadura	Índice general	Variación de las medias anuales	2018	1,6
11 Extremadura	Índice general	Variación de las medias anuales	2017	1,7
11 Extremadura	Índice general	Variación de las medias anuales	2016	-0,2
11 Extremadura	Índice general	Variación de las medias anuales	2015	-0,9
11 Extremadura	Índice general	Variación de las medias anuales	2014	-0,6
11 Extremadura	Índice general	Variación de las medias anuales	2013	1,3
11 Extremadura	Índice general	Variación de las medias anuales	2012	2,3
11 Extremadura	Índice general	Variación de las medias anuales	2011	3,2
11 Extremadura	Índice general	Variación de las medias anuales	2010	1,7
11 Extremadura	Índice general	Variación de las medias anuales	2009	-0,5
11 Extremadura	Índice general	Variación de las medias anuales	2008	4,1
11 Extremadura	Índice general	Variación de las medias anuales	2007	2,7
11 Extremadura	Índice general	Variación de las medias anuales	2006	3
11 Extremadura	Índice general	Variación de las medias anuales	2005	2,8
11 Extremadura	Índice general	Variación de las medias anuales	2004	2,5
11 Extremadura	Índice general	Variación de las medias anuales	2003	2,5
11 Extremadura	Índice general	Variación de las medias anuales	2002	""
